LOCATION,DRAWINGNUM,CONTRACTNUM,PROJECTNUM,PROJECTMGR,ORIGINATOR,TITLE,COMMENTS,DATE
544,202,170301B/101-9,NULL,Croft Yjader,Richard McKenzie,Noble hall roof replacement,NULL,2017-08-02 00:00:00.000
545,104,FM 987937/079-37,,Ernest Knapp,Ernest Knapp,Building 545 ADA Restroom Addition,NULL,2018-05-21 00:00:00.000
546,139,020135S/101-04,NULL,Moe Hurtado,John Maloney,4160V Switchgear Replacement,NULL,2001-08-15 00:00:00.000
546,140,,NULL,Celeste Manolas,Chuck Woodburn,Woodhouse Doors,NULL,2002-03-20 00:00:00.000
546,141,,NULL,Celeste Manolas,Chuck Woodburn,Valentine Lab Rms 2009  2013,NULL,2002-03-20 00:00:00.000
546,142,,NULL,Celeste Manolas,Chuck Woodburn,Woodhouse 10021004 Porter Lab,NULL,2003-04-28 00:00:00.000
546,144,100146S/248-02,NULL,Mark Schwartzbach,Chuck Woodburn,Woodhouse Laboratory Room2002  2008Lab Conversions,NULL,2009-10-27 00:00:00.000
546,145,100147B/248-13,NULL,Mark Schwartzbach,Mechanical Engineering Consultants,Woodhouse Laboratory Room 10128  1028A RenovationsHvac,NULL,2009-10-27 00:00:00.000
546,146,FM________S/103-11,NULL,James Gonzales,19-six Architects,Woodhous mechanical/ roof replacement project,NULL,2019-10-16 00:00:00.000
547,114,130245L,NULL,George Levinthal,RavattAlbrecht And Associates,Anacapa Residence Hall Life Safety And Renewal Project,NULL,2012-11-07 00:00:00.000
547,206," 040469B/291-80",NULL,Celeste Manolas,Ensberg Jacobs Design,Anacapa Hall Carpet,NULL,2004-05-06 00:00:00.000
547,207," 080578S/292-98",NULL,George Levinthal,Richard Mckenzie,Anacapa Residence Hall ReRoofing Project,NULL,2008-04-07 00:00:00.000
547,208,987030/070-30,NULL,Ashley Monser,Goss Engineering,HDAE Boiler Replacements at Ortega (bldg.542) and Santa Rosa South (bldg. 547),NULL,2021-06-15 00:00:00.000
548,136,010134,NULL,Ilze Landfried,William Araluce,Santa Cruz Lobby  Lounge Alteration,NULL,2000-09-07 00:00:00.000
548,138,030557B/291-61,NULL,Celeste Manolas,Ensberg Jacobs Design,Santa Cruz Hall Floorcovering Installation,NULL,2003-05-06 00:00:00.000
548,139,080118S/292-17,NULL,George Levinthal,Richard Mckenzie,Santa Cruz ReRoofing Project,NULL,2007-08-20 00:00:00.000
548,141,NULL,NULL,Liana Khammash,Steinberg Architects,"Santa Cruz Res Hall Fire Safety  Renewal ",NULL,2013-11-25 00:00:00.000
548,142,140311L/988660,NULL,Liana Khammash,Steinberg Architects,Santa Cruz Residence Hall Fire Safety  Renewal,NULL,2014-01-28 00:00:00.000
549,146,130073S/987790,NULL,Roger Monte,Studios Architecture,De La Guerra Dining Commons Canopy,NULL,2012-08-09 00:00:00.000
549,307,020450L/986455,NULL,Ed Marini,Studios Architecture,De La Guerra Dining Commons Seismic Corrections And Renovations,NULL,2002-06-07 00:00:00.000
549,308,RH050520B,NULL,Ed Marini,Howard And Van Sande,Housing  Residendial Services Office  New Window Rm 1520A,NULL,2004-09-17 00:00:00.000
549,309,292-23,NULL,Ed Marini,Howard And Van Sande,Housing  Resserv Windows  Rooms 1502 1503  1508,NULL,2005-09-09 00:00:00.000
549,311,090092S/292-99,NULL,George Levinthal,Gfba Architects,De La Guerra Commons Interior Improvements,NULL,2008-08-20 00:00:00.000
549,312,100222B/293-47,NULL,Jennifer Hernandez,"Architects West Greg Rech ",Room 1508 Renovation,NULL,2010-01-28 00:00:00.000
549,313,110041B,NULL,George Levinthal,Palt,De La Guerra Dining Commons Hood Controls,NULL,2010-07-27 00:00:00.000
549,314,FM#190028JOC,NULL,Jennifer Pierce,Goss Engineering,DeLaGuerra Boiler Replacement (549),NULL,2019-01-14 00:00:00.000
551,168,990465S/100-72,NULL,Celeste Manolas,John Maloney Bob Nettles,Psychology 551 Fire Alarm,NULL,2000-04-24 00:00:00.000
551,169,,NULL,Celeste Manolas,Araluce,Psychology 551 Rm 1528 Lab Remodel,NULL,2001-01-18 00:00:00.000
551,170,274-51,NULL,Celeste Manolas,C Manolas,Psychology 551 Rm 3317,NULL,2001-02-22 00:00:00.000
551,171,274-62,NULL,Celeste Manolas,C Manolas,Psychology 551 Rm 34213425,NULL,2001-05-01 00:00:00.000
551,172,274-64,NULL,Celeste Manolas,C Manolas,Psychology 551 Rm 3105 Mods,NULL,2001-07-17 00:00:00.000
551,175," 987608",NULL,Celeste Manolas,Salvador Melendez,Phychology Bldg 551 Room 2525 Renovation,NULL,2004-07-22 00:00:00.000
551,176,050261B/274-70,NULL,Deedee Ciancola,Jmpe,Psychology Building Rf Enclosure,NULL,2004-11-09 00:00:00.000
551,177,060043S/109-55,NULL,Deedee Ciancola,Ronald Sorgman,Kippin Ettenberg Lab Remodel,NULL,2005-07-05 00:00:00.000
551,178,060354B,NULL,George Levinthal,Chuck Woodburn,Psychology Rooms 1508 1511 Remodel,NULL,2006-01-01 00:00:00.000
551,180,080364S/264-80,NULL,George Levinthal,Chuck Woodburn,Psychology Rooms 22012207 Renovation,NULL,2008-01-09 00:00:00.000
551,181,090480B/274-87,NULL,George Levinthal,Santa Barbara Electrical Design Bob Nettles,Emergency Power For Pshychology Server Room 2519,NULL,2009-06-10 00:00:00.000
551,183,150188S/247-25,NULL,Croft Yjader,Aia architect,Psychology Building 551 Room 1308 Remodel,NULL,2014-09-22 00:00:00.000
551,184,150189S/247-26,NULL,Croft Yjader,Aiaarchitect,Psychology Building 551 Room 1523 Remodel,NULL,2014-09-22 00:00:00.000
551,185,150208B,NULL,Jennifer Hernandez,"Architects West Greg Rech ",Sage Center Psychology 1312  1314 Remodel,NULL,2014-10-09 00:00:00.000
551,186,150527,NULL,George Levinthal,Rnta,Psych And Brain Sciences Rm 35093513 Renovation,NULL,2016-02-19 00:00:00.000
551,187,170024B,NULL,Jennifer Hernandez,Jennifer Hernandez,Psychology Rm 3843 Renovation,NULL,2016-08-24 00:00:00.000
551,188,NULL,NULL,Jennifer Hernandez,,Psych 2625 2627 2635 2637 Renovation,NULL,2016-11-09 00:00:00.000
551,189,FM190018B/248-08,NULL,Croft Yjader,Richard McKenzie,"Psychology Rooms 2320, 2324, and 2017 Renovation, Bldg. 551
",NULL,2018-07-16 00:00:00.000
551,190,tbd,NULL,Telli Foster,tbd,3512 remodel,NULL,2018-08-14 00:00:00.000
551,191,FM#190028JOC,NULL,Jennifer Pierce,Goss Engineering,Kerr & Psychology Boiler Replacement (591 & 551)FM#190028JOC,NULL,2019-01-14 00:00:00.000
552,215,,NULL,Tom Boren,Santa Barbara Electrical Design Bob Nettles,Fire Alarm And Elevator Control Interface,NULL,1996-01-31 00:00:00.000
552,216,010439B/100-26,NULL,Moe Hurtado,John Maloney Engineering,Replace Building Transformer,NULL,2000-12-15 00:00:00.000
552,217,020439/987534/180-44,NULL,Celeste Manolas,Chuck Woodburn,Cheadle Hall 3Rd Floor Renovation,NULL,2002-03-20 00:00:00.000
552,218,080344B/248-60,NULL,Mark Schwartzbach,Ron A Sorgman Architect,Cheadle Hall RenovationRooms 1117  1140,NULL,2007-12-17 00:00:00.000
552,219,090157B/248-87,NULL,Mark Schwartzbach,Ronald Sorgman,Cheadle Remodel Office Rm 1117B And Rm 1117C,NULL,2008-10-07 00:00:00.000
552,220,090156B/987719,NULL,Mark Schwartzbach,Ronald Sorgman,Remodel Office Rm 1217,NULL,2008-10-07 00:00:00.000
552,221,090265B/987725,NULL,Jennifer Hernandez,Vincent E Leifer Architects,Interior Alteration For Admission Office,NULL,2009-02-02 00:00:00.000
552,222,110556S,NULL,Jennifer Hernandez,Bildsten  Sherwing Design Studio Inc,Admission Office Suite 1234 Remodel,NULL,2011-06-13 00:00:00.000
552,223,140332B/141-34,NULL,Croft Yjader,Goss Engineering,"Cheadle Hall Wireless Pneumatic Thermostats
Building 552
",NULL,2014-01-28 00:00:00.000
552,224,170191B,NULL,Jennifer Hernandez,,Cheadle Hall 1St Floor Advisory Space,NULL,2016-11-08 00:00:00.000
552,225,110-10,NULL,George Levinthal,Sunpower,Campus Photovoltaic - Phase III - Sunpower,NULL,2018-02-20 00:00:00.000
552,226,TBD,NULL,Telli Foster,Richard McKenzie,Window replacement at Cheadle Hall,NULL,2019-05-14 00:00:00.000
552,227,FM200207S,NULL,George Levinthal,TBD,Cheadle Hall Concrete Repair,NULL,2019-10-31 00:00:00.000
553,160,988600,NULL,Joe Van Thyne,Howard Structural Group,San Miguel Elevator Room  Floor,NULL,2007-01-05 00:00:00.000
553,161,090273B,NULL,George Levinthal,Studio Engineers Inc,San Miguel Hall Outdoor Stage,NULL,2009-01-30 00:00:00.000
553,162,FM#190028JOC,NULL,Jennifer Pierce,Goss Engineering,San Miguel Boiler Replacement (553),NULL,2019-01-14 00:00:00.000
553,163,TBD,NULL,Paul Kouns,Nineteen Six Architects,"San Miguel Elevator Room Emergency Repair Project, Bldg. 553 Elevator Room Water Damage Repair",NULL,2021-05-05 00:00:00.000
554,194,100111S/248-92,NULL,George Levinthal,Santa Barbara Electrical Design Bob Nettles,Hatlen Theater Lighting And Sound Upgrade,NULL,2009-10-08 00:00:00.000
554,195,FM__________B/101-87,NULL,James Gonzales,TBD,528 south hall & 554 Hatlin Theater roof replacement.,Two drawing #s are assigned.  One for each building.,2017-11-11 00:00:00.000
554,196,FM________S/101-05,NULL,James Gonzales,tbd,"Elevator Modernization & Jack Replacement MRL, Music & Hatlin Theater",,2018-01-25 00:00:00.000
554,197,tbd,NULL,Liana Khammash,tbd,replace a lift in Hatlen Theater,,2018-04-13 00:00:00.000
554,198,FM#190028JOC,NULL,Jennifer Pierce,Goss Engineering,Theater & Arts Boiler Replacement (554 & 534),,2019-01-14 00:00:00.000
555,206," 010232 B/100-55",NULL,Robert  Muhr,Ag Mechanical Engineers,Remove Fuel Tank Marine BiologyBldg 555,NULL,2000-10-12 00:00:00.000
555,207,010299B/100-55,NULL,Robert  Muhr,Ag Mechanical Engineers,Install Fuel Tank Marine Biology Bld 555,NULL,2000-11-07 00:00:00.000
555,208," 010513B/100-21",NULL,Croft Yjader,Xa Architects,Marine Bio Sciences Lab 1004 Remodel,NULL,2001-02-12 00:00:00.000
555,209,,NULL,Celeste Manolas,Xa Architects,Marine Bio 555 Balcony Enclosures,NULL,2001-03-12 00:00:00.000
555,210,NULL,NULL,Croft Yjader,Xa Architects,Marine Biology Bldg 555 Window Replacement Third Floor,NULL,2002-04-02 00:00:00.000
555,211,020484B/101-27,NULL,Croft Yjader,Xa Architects,Marine Biology Window Replacement Second Floor,NULL,2002-04-02 00:00:00.000
555,212," 050039B/115-74",NULL,Robert  Wright,Richard Mckenzie,"Marine Biotechnology ReRoof
Biotechnology Seawater Laboratory BuildingBldg 555",NULL,2004-08-14 00:00:00.000
555,213,120013/136-17,NULL,Telli Foster,,Marine Bio Lighting Replacement,NULL,2011-10-24 00:00:00.000
555,214,130476/,NULL,Joe Van Thyne,Robert Mahterian Architects,Marine Biology _______________,NULL,2013-03-28 00:00:00.000
555,215,S/987884,NULL,James Gonzales,,Fume Hood And Lab Reno Rm 2154 Bldg 555,NULL,2016-07-18 00:00:00.000
555,216,FM200497S/103-13,NULL,James Gonzales,Goss Engineering,Marine Bio bldg 555. Phase 1 FCU Replacement,NULL,2020-05-27 00:00:00.000
555,217,FM200521B/102-71,NULL,Gene Horstin,Richard McKenzie,refurbishment of a seawater room 3144 in Bldg. 555,NULL,2020-06-12 00:00:00.000
556,191,NULL,NULL,Roy Fong,Facilities,Engineering I Building Single Line Diagram,NULL,1991-01-22 00:00:00.000
556,195,960412l/988778,988778,Karl Burrelsman,Hillman Biddison,Engineering 1 Seismic Corrections,NULL,1996-05-01 00:00:00.000
556,198,980489B/100-68,NULL,Robert  Muhr,Anderson Systems,"Replace Equipment Chiller ",NULL,1999-08-16 00:00:00.000
556,199,040138B/108-28,NULL,Marsha Zilles,Howard And Van Sande,Ham Radio Antenna Installation,NULL,2003-08-12 00:00:00.000
556,200,060177B/109-54,NULL,George Levinthal,Ronald Sorgman,ConferenceComputer Rooms 4164 4164A 4164B,NULL,2005-09-05 00:00:00.000
556,201,060238B/211-04,NULL,George Levinthal,Ronald Sorgman,Rooms 4118A 4118B Lab Remodels,NULL,2005-10-20 00:00:00.000
556,202,060239B/109-62,NULL,George Levinthal,Ronald Sorgman,Rooms 2152  2158 Lab Remodels,NULL,2005-10-20 00:00:00.000
556,203,0700432L/211-09,NULL,Maryann Johansson,The Palt Co,Hvac Floors 1Th 5Th,NULL,2006-01-23 00:00:00.000
556,205,060544S/211-10,NULL,Maryann Johansson,Chuck Woodburn,Room 2114  2116 KemmererVigna Conference  And Lab,NULL,2006-04-24 00:00:00.000
556,206,060548S/987653/211-08,NULL,Telli Foster,Chuck Woodburn,Retzold Lab Remodel,NULL,2006-05-10 00:00:00.000
556,207," 060541B/211-05/987654",NULL,Telli Foster,Chuck Woodburn,Wolski Lab Remodel,NULL,2006-05-10 00:00:00.000
556,208,,NULL,Maryann Johansson,Patl Co,Servers Room Hvac Rm 2116  2158,NULL,2006-05-25 00:00:00.000
556,209,060690B/987665,NULL,Maryann Johansson,The Palt Co,Server Rooms 2116 2158,NULL,2006-06-09 00:00:00.000
556,210," 070025S/987660",NULL,Maryann Johansson,"Architects West Greg Rech ",Rms 41504162 Optical Lab Computer Videolab,NULL,2006-06-19 00:00:00.000
556,211,070194/S,NULL,Maryann Johansson,"Architects West Greg Rech ",Conferense Rm 1132 1152,NULL,2006-10-23 00:00:00.000
556,212," 070195B",NULL,Maryann Johansson,Maryann,Rm 5120A Computer Lab,NULL,2006-10-23 00:00:00.000
556,213,070304B/987683,NULL,Maryann Johansson,Ronald Sorgman,Hfh Bldg 556 Room 5152,NULL,2006-12-13 00:00:00.000
556,214,070486/211-41,NULL,George Levinthal,Chuck Woodburn,Rooms 4110 And 4118 Renovation,NULL,2007-11-14 00:00:00.000
556,215,080275L/434-76,NULL,Telli Foster,,"IntraBuilding Wiring Project ",NULL,2007-11-20 00:00:00.000
556,216,080365S/211-41,NULL,George Levinthal,Chuck Woodburn,Harold Frank Rooms 4110 4118 Renovation,NULL,2008-01-09 00:00:00.000
556,218,120209B,NULL,Jennifer Hernandez,Jennifer Hernandez,Harold Frank Hall Corridor Floor Replacement,NULL,2011-10-13 00:00:00.000
556,219,120348B/211-35,NULL,Jennifer Hernandez,Bob Nettles,Harold Frank Hall Corridor Lighting Renewal Project,NULL,2012-02-01 00:00:00.000
556,220,120399S/211-35,NULL,Jennifer Hernandez,Dan Rothchild,"Harold Frank Hall Corridor Flooring Renewal
",NULL,2012-02-24 00:00:00.000
556,221,109-01,NULL,Joe Van Thyne,UCSB,Harold Frank Hall Pavers,NULL,2012-08-21 00:00:00.000
556,222,FM200399L/103-14,NULL,James Gonzales,TBD,"Harold Frank AHU replacement, bldg 556 Engineering 1",NULL,2020-03-10 00:00:00.000
556,223,tbd,NULL,Perrin Pellegrin,none,Harold Frank Hall room 5112 door window paint update,NULL,2022-02-03 00:00:00.000
557,110,130223S,NULL,James Gonzales,"Architects West Greg Rech ",Chemistry Lab Renovation Rooms 2102 2104 2106  2108 Bldg 557,NULL,2012-09-28 00:00:00.000
557,151,130465B/248-90,NULL,Mark Schwartzbach,Mechanical Engineering Consultants,Chemistry Bldg Room 3239 Renovation,NULL,2013-03-26 00:00:00.000
557,207,980087S/100-34,NULL,Robert  Muhr,Kenneth Beisser,"Replace Boilers
Chemistry Building 557",NULL,1998-11-18 00:00:00.000
557,208,980145B/100-52,NULL,Robert  Muhr,Asea,Replace Equipment Chiller,NULL,1999-06-17 00:00:00.000
557,210,930460B/148-11,NULL,Moe Hurtado,Mdh,"Building 557 Psb North
Additional Power Requirements Various Labs",NULL,1994-05-10 00:00:00.000
557,212,010436B/100-26,NULL,Moe Hurtado,John Maloney Engineering,4160 Volt Switchgear Replacement,NULL,2000-12-15 00:00:00.000
557,213,020544S/101-26,NULL,Robert  Muhr,Design MechanicalEngineering Consultants,"Replace Vacuum Pump System
Chemistry Building",NULL,2002-05-22 00:00:00.000
557,214,990129B/980732,NULL,Ilze Landfried,AjaxSanta Barbara Refrigeration,Chemistry Growth Room Insulated Floor,NULL,1999-10-18 00:00:00.000
557,215,040327L/248-52,NULL,Deedee Ciancola,Chuck Woodburn,Bode Lab,NULL,2004-01-28 00:00:00.000
557,216,050177S/109-38,NULL,Deedee Ciancola,Chuck Woodburn,Dahlquist Lab,NULL,2004-09-22 00:00:00.000
557,217,050413S/248-69,NULL,Deedee Ciancola,Chuck Woodburn,Nguyen Lab,NULL,2005-03-01 00:00:00.000
557,218,070353B/248-25,NULL,Deedee Ciancola,Chuck Woodburn,Hayton Lab Remodel Room 3227,NULL,2007-01-17 00:00:00.000
557,219,120574S/248-91,NULL,Jennifer Hernandez,Robert Mahterian Architects,Psbn 2520 Graduate Student Suite Remodel,NULL,2012-06-22 00:00:00.000
557,220,120575B/248-86,NULL,Jennifer Hernandez,Robert Mahterian Architects,Psbn 1520 Glassblowing Lab Relocation,NULL,2012-06-22 00:00:00.000
557,221,FM150321B/987848,NULL,Telli Foster,"Architects West Greg Rech ",Chemistry 1161 Lab Renovation,NULL,2015-01-13 00:00:00.000
557,222,160236S,NULL,Croft Yjader,,Chemistry 3201 Lab Remodel Renovation,NULL,2016-01-08 00:00:00.000
557,223,160340/305996/101-75,NULL,Leslie Colasse,,Chemistry Building Fire Sprinkler System Repairs,NULL,2016-10-25 00:00:00.000
557,224,170136B/247-04,NULL,Croft Yjader,Greg Rech,Chemistry Lab Renovation Room 3222 ChemistryBuilding 557,NULL,2016-11-01 00:00:00.000
557,225,FM190231L,NULL,Jennifer Pierce,Goss Engineering,PSBN & Chemistry Boiler Upgrade (657 & 557),NULL,2019-01-14 00:00:00.000
557,226,FM200115S/101-26,NULL,Telli Foster,RNT Architects,Replacement of Chemistry Fume Hoods,NULL,2019-08-26 00:00:00.000
557,227,FM200166S,NULL,Jennifer Pierce,Goss Engineering,Chemistry AirHandler Replacement,NULL,2019-09-30 00:00:00.000
558,127,020457B/107-02,NULL,Croft Yjader,Chuck Woodburn,University Center Unit 2 ReRoofing Project,NULL,2002-06-28 00:00:00.000
558,208,010599B/500-20,NULL,Croft Yjader,Penfield And Smith  Stantec,Ucen Loading Dock Paving Remediation,NULL,2001-03-19 00:00:00.000
558,301,910380L/980590,NULL,Ray Aronson,Esherick Homsey Dodge And Davis,University Center Expansion And Alterations,NULL,2001-07-24 00:00:00.000
558,302,030007B/500-05,NULL,Croft Yjader,Chuck Woodburn,University Center Unit 2 ReRoofing,NULL,2002-06-28 00:00:00.000
558,303,050533B/480-27,NULL,Ed Marini,Tmad Engineers Inc,Ucen Grease Interceptor,NULL,2005-02-14 00:00:00.000
558,304,060157B,NULL,Croft Yjader,Chuck Woodburn,Ucen South Lawn Access Ramp,NULL,2005-09-12 00:00:00.000
558,305,060540S/987656,NULL,Croft Yjader,Chuck Woodburn,Ucen Hub Remodel,NULL,2006-03-29 00:00:00.000
558,306,070119S/987656,NULL,Croft Yjader,Chuck Woodburn,Hub Phase Ii,NULL,2006-08-30 00:00:00.000
558,307,3P187,NULL,Ray Aronson,R And H,Ucen Ii  Food Concept 03  Panda Express,NULL,2008-06-18 00:00:00.000
558,308,090309B,NULL,Carlyle Decker,,Ucen Bookstore Slat Wall And Front Counter Revision,NULL,2009-03-04 00:00:00.000
558,309,110316S/480-75,NULL,Croft Yjader,Brummel Myrick,Ucen Book Store Roof Replacement,NULL,2011-01-25 00:00:00.000
558,310,120043B/480-84,NULL,Mark Schwartzbach,Thompson Naylor Architects,Ucen Sustainable Dining,NULL,2011-07-19 00:00:00.000
558,311,140268S/119-92,NULL,Croft Yjader,"Architects West Greg Rech ",WalkIn Refrigerator Room 1247 University Center Bldg 558,NULL,2013-12-12 00:00:00.000
558,312,140397S/,NULL,Liana Khammash,Winick Architects,Ucen Tech Store,NULL,2014-03-06 00:00:00.000
558,313," 170011S/987891",NULL,Jennifer Hernandez,Pmsm Architects,Ucen Starbucks,NULL,2016-07-20 00:00:00.000
558,314,170045S/194-06,NULL,Mark Schwartzbach,"Moon Engineering Inc ",Corwin Pavilion AC Units Replacement,NULL,2016-09-20 00:00:00.000
558,315,FM#190028JOC,NULL,Jennifer Pierce,Goss Engineering,UCen Boiler Replacement (558),NULL,2019-01-14 00:00:00.000
558,316,TBD,NULL,Paul Kouns,Ehlen Spiess and Haight,UCEN Loading Dock Repairs Phase 1,NULL,2020-08-26 00:00:00.000
558,317,FM210220S,NULL,Paul Kouns,Richard McKenzie,"University Center 3rd Floor Renovation Project, Bldg 558",NULL,2021-02-16 00:00:00.000
558,318,TBD,NULL,Paul Kouns,Comm Services,558 MCC WAP (Wireless Access Point) UPGRADE Telecomm,NULL,2021-12-17 00:00:00.000
560,194,970344B/100-24,NULL,Robert  Muhr,"Moon Engineering Inc ","Chiller Installation ",NULL,1998-07-21 00:00:00.000
560,195,010498-S,NULL,Emilio Casanueva,Chuck Woodburn,Replacement Of Doors,NULL,2001-02-05 00:00:00.000
560,196,0600043S/109-55,NULL,George Levinthal,Ronald Sorgman,Remodel Rooms 1517  1523,NULL,2006-04-04 00:00:00.000
560,197,NULL,NULL,Deedee Ciancola,Sprint Omni,Phelps Hall Roof Mount,NULL,2007-01-10 00:00:00.000
560,198,090087L/980710,NULL,Roger Monte,Bauer And Wiley Archtects,Phelp Hall Renovation,NULL,2008-08-14 00:00:00.000
560,199,100035S/238-39,NULL,Deedee Ciancola,"Architects West Greg Rech ","Phelps  Ia Renovation ",NULL,2009-08-03 00:00:00.000
560,200,110318S/118-86,NULL,Croft Yjader,Brummel Myrick,Broida Hall BoilerFan Replacement,NULL,2011-01-25 00:00:00.000
560,201,140144S/981870,NULL,Jennifer Hernandez,Blackbird Architects,Technology Management Program,NULL,2013-09-12 00:00:00.000
560,203,170289B,NULL,Deedee Ciancola,Deedee Ciancola,Phelps Hall 1153B Remodel,NULL,2017-03-27 00:00:00.000
560,204,FM180075B/101-72,NULL,James Gonzales,Collins and Associates,"Phelps Hall Fire Alarm Replacement, Bldg. 560",NULL,2017-09-08 00:00:00.000
560,205,FM#190028JOC,NULL,Jennifer Pierce,Goss Engineering,Phelps and MRL Boiler Replacement (560 & 615),NULL,2019-01-14 00:00:00.000
561,165,010713B/291-16,NULL,Moe Hurtado,Maloney,Upgrade Elevator Machine Room San Nicolas Hall 561,NULL,2001-08-23 00:00:00.000
561,166,988630,NULL,Joe Van Thyne,Fisher  Friedman Associates,San Nicolas Fire Safety  Repairs,NULL,2007-03-02 00:00:00.000
561,167,emergency project,NULL,Ernie Knapp,Ernest Knapp,Modiications to wall at San Nicolas Hall for repairs,NULL,2019-02-27 00:00:00.000
562,128,050493S/291-99,NULL,Karl Burrelsman,The Palt Co,Manzanita Carrillo Commons Kitchen Addition,NULL,2005-05-17 00:00:00.000
563,128,950082L/980910,980910,Karl Burrelsman,AC Martin,Humanities And Social Sciences Renovation Hssr,NULL,1996-03-08 00:00:00.000
563,130,980910,238-84,Karl Burrelsman,AC Martin,Additional Hssr Communication Upgrade,NULL,1996-03-08 00:00:00.000
563,131,990324S,NULL,Celeste Manolas,William Araluce,Ellison Hall Building 563 ReCladding,NULL,2000-01-05 00:00:00.000
563,132,010567S/100-80,NULL,Robert  Muhr,Beisser  Engineering Consultants,Replace Boilers Ellison Hall Building 563,NULL,2001-03-22 00:00:00.000
563,133,020166B/100-80,NULL,Robert  Muhr,Beisser  Engineering Consultants,"Replace Boilers Ellison Hall
Bldg 563",NULL,2001-08-06 00:00:00.000
563,134,050532B/101-43/117848,NULL,Robert  Muhr,Richard Mckenzie," Elevator Jack Replacements ",NULL,2005-04-15 00:00:00.000
563,135,,NULL,Telli Foster,Xa Architects,Art Surge Reno,NULL,2009-04-10 00:00:00.000
563,136,100098B,NULL,Deedee Ciancola,"Architects West Greg Rech ",Ellings Hall 2Nd Floor East Lobby Conversion Rm 2623,NULL,2009-09-28 00:00:00.000
563,137,100099B,NULL,Deedee Ciancola,"Architects West Greg Rech ",Ellings Hall 3Rd Floor East Lobby ConversionRm 3623,NULL,2009-09-29 00:00:00.000
563,138,120469/136-10,NULL,Telli Foster,P2S,Ellison Hall Lighting Retrofit  Replacement,NULL,2013-02-20 00:00:00.000
563,140,170203S,NULL,Jennifer Hernandez,Rni Architects,Ellison Hall 1620  1629 Lab Renovation,NULL,2016-11-28 00:00:00.000
563,141,TBD,NULL,Jennifer Hernandez,Fred McCoy,Ellison Bldg (563) Room 2617 Classroom Renovation,NULL,2019-04-22 00:00:00.000
563,142,FM190445S,NULL,James Gonzales,Larch Bates,Elevator modernization,NULL,2019-06-12 00:00:00.000
563,143,FM190446B,NULL,James Gonzales,Collins and Assoc,Ellison New Fire Alarm System,NULL,2019-06-12 00:00:00.000
563,144,TBD,NULL,Jennifer Hernandez,Jennifer Hernandez,Ellison Hall #2626 Renovation,NULL,2019-08-13 00:00:00.000
564,113,010561S/100-61,NULL,Emilio Casanueva,Bob Nettles,Girvetz Hall New Fire Alarm System,NULL,2001-03-20 00:00:00.000
564,114,120531B/136-11,NULL,Telli Foster,P2S Engineering,Girvetz Hall Lighting Upgrade,NULL,2012-05-23 00:00:00.000
564,115,FM200438S/102-68,NULL,James Gonzales,tbd,Girvetz roof replacement,NULL,2020-04-14 00:00:00.000
564,116,tbd,NULL,Bradley Hughes,Kim True,Girvetz Hall South Side Planter RCW Conversion,NULL,2021-03-25 00:00:00.000
565,102,NULL,NULL,Frank Castanha,Tmad Engineers Inc,"Environmental Health And Safety Building
Exhaust System Upgrade",NULL,2001-02-06 00:00:00.000
565,103,130320S,NULL,James Gonzales,Brummel Mechanical Engineering,"EhS Ventilation Unit Replacement Bldg 565
",NULL,2013-01-07 00:00:00.000
565,204,010523/98117,NULL,Frank Castanha,Tmad,"Environmental Health And Safety Building
Exhaust System Upgrade",NULL,2001-02-06 00:00:00.000
566,101,"170001-981980 ",NULL,Ed Schmittgen,,Physics Building,NULL,2016-07-06 00:00:00.000
567,104,417-17,NULL,Mark Schwartzbach,Specialty Door And Cabinet,Lcd Display Case Room 1100,NULL,2008-12-10 00:00:00.000
567,105,NULL,NULL,Ray Aronson,,Kohn Hall Canopy  Replaement,NULL,2011-09-25 00:00:00.000
567,106,,NULL,Ray Aronson,AC Fire Protection Company,Kohn Hall Expansion Project Fire Sprinkler Asbuilts,NULL,2003-08-25 00:00:00.000
567,107,120201S/981340,NULL,Ray Aronson,J Miller Canvaas,Kohn Hall Canopy Replacement Engineer'S Stamped Shop Drawings,NULL,2011-05-20 00:00:00.000
567,108,130379S,NULL,Roger Monte,Brummel Mechanical Engineering,Kohn Hall Hvac Equipment Replacement,NULL,2013-02-20 00:00:00.000
567,109,140382B/417-23,NULL,Ray Aronson,Richard Mckenzie,Founders Room Window Replacement Project Bldg 567,NULL,2014-02-27 00:00:00.000
568,103,940042L/980470,NULL,Jack Wolever,Antoine Predock,"Student Affairs   Administrative Services Bldg
",NULL,1994-12-02 00:00:00.000
568,104,010020S/469-03,NULL,Celeste Manolas,Xa Architects,Balcony Enclosure Project Bldg 569 Saasb,NULL,2000-07-12 00:00:00.000
568,105,030056S/980470,NULL,Frank Castanha,Robert Young And Associates,Saasb Hvac Retrofit Project,NULL,2002-12-02 00:00:00.000
568,107,,NULL,Deedee Ciancola,,Summer Session Remodel,NULL,2003-08-01 00:00:00.000
568,108,050083S/109-20,NULL,Deedee Ciancola,Ronald Sorgman,Financial Aid 3  Office Remodle Bldg 568 Room 2102,NULL,2004-08-17 00:00:00.000
568,109,,NULL,Deedee Ciancola,Ronald Sorgman,Financial Aid Remodel Phase Iii,NULL,2004-10-04 00:00:00.000
